Complexity,Loss,Equation
1,0.00106461,"0.1043215"
2,9.31746e-5,"sqrt(x1)"
3,3.33026e-5,"x1 ^ 0.4834834"
4,3.300628e-5,"sin(x1 ^ 0.48293468)"
5,3.1303243e-5,"(x1 ^ 0.46797562) - 0.007941053"
6,3.0652143e-5,"sin((x1 ^ 0.46600753) - 0.008665049)"
7,1.5633676e-5,"((x1 ^ 0.26085323) - 0.12740111) / 1.5801573"
9,1.2280364e-5,"(x1 ^ ((x1 + 0.37486067) + x1)) - 0.05148584"
